Country,region,State,city,Country_Code
Netherlands,Europe,Friesland,Franeker,NL
Netherlands,Europe,Friesland,Garyp,NL
Netherlands,Europe,Friesland,Gemeente Achtkarspelen,NL
Netherlands,Europe,Friesland,Gemeente Ameland,NL
Netherlands,Europe,Friesland,Gemeente Dantumadiel,NL
Netherlands,Europe,Friesland,Gemeente Harlingen,NL
Netherlands,Europe,Friesland,Gemeente Heerenveen,NL
Netherlands,Europe,Friesland,Gemeente Leeuwarden,NL
Netherlands,Europe,Friesland,Gemeente Ooststellingwerf,NL
Netherlands,Europe,Friesland,Gemeente Opsterland,NL
Netherlands,Europe,Friesland,Gemeente Schiermonnikoog,NL
Netherlands,Europe,Friesland,Gemeente Smallingerland,NL
Netherlands,Europe,Friesland,Gemeente Terschelling,NL
Netherlands,Europe,Friesland,Gemeente Tytsjerksteradiel,NL
Netherlands,Europe,Friesland,Gemeente Vlieland,NL
Netherlands,Europe,Friesland,Gemeente Weststellingwerf,NL
Netherlands,Europe,Friesland,Gorredijk,NL
Netherlands,Europe,Friesland,Goutum,NL
Netherlands,Europe,Friesland,Grou,NL
Netherlands,Europe,Friesland,Gytsjerk,NL
Netherlands,Europe,Friesland,Hallum,NL
Netherlands,Europe,Friesland,Harkema,NL
Netherlands,Europe,Friesland,Harlingen,NL
Netherlands,Europe,Friesland,Haulerwijk,NL
Netherlands,Europe,Friesland,Heechterp,NL
Netherlands,Europe,Friesland,Heeg,NL
Netherlands,Europe,Friesland,Heerenveen,NL
Netherlands,Europe,Friesland,Hoek,NL
Netherlands,Europe,Friesland,Hollum,NL
Netherlands,Europe,Friesland,Holwerd,NL
Netherlands,Europe,Friesland,Huizum,NL
Netherlands,Europe,Friesland,Hurdegaryp,NL
Netherlands,Europe,Friesland,IJlst,NL
Netherlands,Europe,Friesland,Jirnsum,NL
Netherlands,Europe,Friesland,Joure,NL
Netherlands,Europe,Friesland,Jubbega,NL
Netherlands,Europe,Friesland,Kollum,NL
Netherlands,Europe,Friesland,Kollumerzwaag,NL
Netherlands,Europe,Friesland,Kootstertille,NL
Netherlands,Europe,Friesland,Koudum,NL
Netherlands,Europe,Friesland,Langweer,NL
Netherlands,Europe,Friesland,Leeuwarden,NL
Netherlands,Europe,Friesland,Lemmer,NL
Netherlands,Europe,Friesland,Makkum,NL
Netherlands,Europe,Friesland,Mantgum,NL
Netherlands,Europe,Friesland,Marrum,NL
Netherlands,Europe,Friesland,Marsum,NL
Netherlands,Europe,Friesland,Menaam,NL
Netherlands,Europe,Friesland,Minnertsga,NL
Netherlands,Europe,Friesland,Nes,NL
Netherlands,Europe,Friesland,Nieuwehorne,NL
Netherlands,Europe,Friesland,Noardburgum,NL
Netherlands,Europe,Friesland,Noordwolde,NL
Netherlands,Europe,Friesland,Oentsjerk,NL
Netherlands,Europe,Friesland,Oldeberkoop,NL
Netherlands,Europe,Friesland,Oost-Vlieland,NL
Netherlands,Europe,Friesland,Oosterwolde,NL
Netherlands,Europe,Friesland,Opeinde,NL
Netherlands,Europe,Friesland,Oppenhuizen,NL
Netherlands,Europe,Friesland,Oranjewoud,NL
Netherlands,Europe,Friesland,Oudega,NL
Netherlands,Europe,Friesland,Oudehaske,NL
Netherlands,Europe,Friesland,Oudemirdum,NL
Netherlands,Europe,Friesland,Oudeschoot,NL
Netherlands,Europe,Friesland,Rottevalle,NL
Netherlands,Europe,Friesland,Scharnegoutum,NL
Netherlands,Europe,Friesland,Schiermonnikoog,NL
Netherlands,Europe,Friesland,Sexbierum,NL
Netherlands,Europe,Friesland,Sint Annaparochie,NL
Netherlands,Europe,Friesland,Sint Jacobiparochie,NL
Netherlands,Europe,Friesland,Sint Nicolaasga,NL
Netherlands,Europe,Friesland,Sintjohannesga,NL
Netherlands,Europe,Friesland,Sneek,NL
Netherlands,Europe,Friesland,Stadsfenne,NL
Netherlands,Europe,Friesland,Stiens,NL
Netherlands,Europe,Friesland,Sûdwest Fryslân,NL
Netherlands,Europe,Friesland,Surhuisterveen,NL
Netherlands,Europe,Friesland,Ternaard,NL
Netherlands,Europe,Friesland,Tijnje,NL
Netherlands,Europe,Friesland,Tinga,NL
Netherlands,Europe,Friesland,Twijzel,NL
Netherlands,Europe,Friesland,Twijzelerheide,NL
Netherlands,Europe,Friesland,Tytsjerk,NL
Netherlands,Europe,Friesland,Tzummarum,NL
Netherlands,Europe,Friesland,Ureterp,NL
Netherlands,Europe,Friesland,Waadhoeke,NL
Netherlands,Europe,Friesland,Warga,NL
Netherlands,Europe,Friesland,West-Terschelling,NL
Netherlands,Europe,Friesland,Westeinde,NL
Netherlands,Europe,Friesland,Wijnjewoude,NL
Netherlands,Europe,Friesland,Wirdum,NL
Netherlands,Europe,Friesland,Witmarsum,NL
Netherlands,Europe,Friesland,Wolvega,NL
Netherlands,Europe,Friesland,Wommels,NL
Netherlands,Europe,Friesland,Workum,NL
Netherlands,Europe,Friesland,Woudsend,NL
Netherlands,Europe,Friesland,Zuiderburen,NL
Netherlands,Europe,Friesland,Alterswil,CH
Netherlands,Europe,Friesland,Attalens,CH
Netherlands,Europe,Friesland,Avry-sur-Matran,CH
Netherlands,Europe,Friesland,Bas-Vully,CH
Netherlands,Europe,Friesland,Belfaux,CH
Netherlands,Europe,Friesland,Bösingen,CH
Netherlands,Europe,Friesland,Broc,CH
Netherlands,Europe,Friesland,Broye District,CH
Netherlands,Europe,Friesland,Bulle,CH
Netherlands,Europe,Friesland,Charmey,CH
Netherlands,Europe,Friesland,Châtel-Saint-Denis,CH
Netherlands,Europe,Friesland,Corminboeuf,CH
Netherlands,Europe,Friesland,Courgevaux,CH
Netherlands,Europe,Friesland,Cugy,CH
Netherlands,Europe,Friesland,Domdidier,CH
Netherlands,Europe,Friesland,Düdingen,CH
Netherlands,Europe,Friesland,Ecublens,CH
Netherlands,Europe,Friesland,Ependes,CH
Netherlands,Europe,Friesland,Estavayer-le-Lac,CH
Netherlands,Europe,Friesland,Flamatt,CH
Netherlands,Europe,Friesland,Fribourg,CH
Netherlands,Europe,Friesland,Giffers,CH
Netherlands,Europe,Friesland,Givisiez,CH
Netherlands,Europe,Friesland,Glâne District,CH
Netherlands,Europe,Friesland,Grolley,CH
Netherlands,Europe,Friesland,Gruyère District,CH
Netherlands,Europe,Friesland,Gruyères,CH
Netherlands,Europe,Friesland,Heitenried,CH
Netherlands,Europe,Friesland,Kerzers,CH
Netherlands,Europe,Friesland,La Roche,CH
Netherlands,Europe,Friesland,La Tour-de-Trême,CH
Netherlands,Europe,Friesland,Lake District,CH
Netherlands,Europe,Friesland,Marly,CH
Netherlands,Europe,Friesland,Marsens,CH
Netherlands,Europe,Friesland,Mézières,CH
Netherlands,Europe,Friesland,Murten/Morat,CH
Netherlands,Europe,Friesland,Oberschrot,CH
Netherlands,Europe,Friesland,Plaffeien,CH
Netherlands,Europe,Friesland,Praroman,CH
Netherlands,Europe,Friesland,Rechthalten,CH
Netherlands,Europe,Friesland,Riaz,CH
Netherlands,Europe,Friesland,Romont,CH
Netherlands,Europe,Friesland,Rue,CH
Netherlands,Europe,Friesland,Sâles,CH
Netherlands,Europe,Friesland,Sankt Antoni,CH
Netherlands,Europe,Friesland,Sarine District,CH
Netherlands,Europe,Friesland,Schmitten,CH
Netherlands,Europe,Friesland,Sense District,CH
Netherlands,Europe,Friesland,Tafers,CH
Netherlands,Europe,Friesland,Treyvaux,CH
Netherlands,Europe,Friesland,Ueberstorf,CH
Netherlands,Europe,Friesland,Veveyse District,CH
Netherlands,Europe,Friesland,Villars-sur-Glâne,CH
Netherlands,Europe,Friesland,Villaz-Saint-Pierre,CH
Netherlands,Europe,Friesland,Vuadens,CH
Netherlands,Europe,Gelderland,'s-Heerenberg,NL
Netherlands,Europe,Gelderland,Aalst,NL
Netherlands,Europe,Gelderland,Aalten,NL
Netherlands,Europe,Gelderland,Afferden,NL
Netherlands,Europe,Gelderland,Alverna,NL
Netherlands,Europe,Gelderland,Ammerzoden,NL
Netherlands,Europe,Gelderland,Andelst,NL
Netherlands,Europe,Gelderland,Angeren,NL
Netherlands,Europe,Gelderland,Angerlo,NL
Netherlands,Europe,Gelderland,Anklaar,NL
Netherlands,Europe,Gelderland,Apeldoorn,NL
Netherlands,Europe,Gelderland,Arnhem,NL
Netherlands,Europe,Gelderland,Babberich,NL
Netherlands,Europe,Gelderland,Bakenberg,NL
Netherlands,Europe,Gelderland,Barneveld,NL
Netherlands,Europe,Gelderland,Beek gem Montferland,NL
Netherlands,Europe,Gelderland,Beekbergen,NL
Netherlands,Europe,Gelderland,Beesd,NL
Netherlands,Europe,Gelderland,Beltrum,NL
Netherlands,Europe,Gelderland,Bemmel,NL
Netherlands,Europe,Gelderland,Bennekom,NL
Netherlands,Europe,Gelderland,Berg en Bos,NL
Netherlands,Europe,Gelderland,Berg en Dal,NL
Netherlands,Europe,Gelderland,Bergharen,NL
Netherlands,Europe,Gelderland,Berkelland,NL
Netherlands,Europe,Gelderland,Beuningen,NL
Netherlands,Europe,Gelderland,Beusichem,NL
Netherlands,Europe,Gelderland,Binnenstad,NL
Netherlands,Europe,Gelderland,Borculo,NL
Netherlands,Europe,Gelderland,Brakel,NL
Netherlands,Europe,Gelderland,Brakkenstein,NL
Netherlands,Europe,Gelderland,Bredevoort,NL
Netherlands,Europe,Gelderland,Bredeweg,NL
Netherlands,Europe,Gelderland,Brinkhorst,NL
Netherlands,Europe,Gelderland,Bruchem,NL
Netherlands,Europe,Gelderland,Brummelhof,NL
Netherlands,Europe,Gelderland,Brummen,NL
Netherlands,Europe,Gelderland,Burgemeesterswijk,NL
Netherlands,Europe,Gelderland,Componistenkwartier,NL
Netherlands,Europe,Gelderland,Corlaer,NL
Netherlands,Europe,Gelderland,Culemborg,NL
Netherlands,Europe,Gelderland,De Bouwhof,NL
Netherlands,Europe,Gelderland,De Haven,NL
Netherlands,Europe,Gelderland,De Heeze,NL
Netherlands,Europe,Gelderland,De Mheen,NL
Netherlands,Europe,Gelderland,Deest,NL
Netherlands,Europe,Gelderland,Deil,NL
Netherlands,Europe,Gelderland,Dieren,NL
Netherlands,Europe,Gelderland,Doesburg,NL
Netherlands,Europe,Gelderland,Doetinchem,NL
Netherlands,Europe,Gelderland,Doornenburg,NL
Netherlands,Europe,Gelderland,Doornspijk,NL
Netherlands,Europe,Gelderland,Doornsteeg,NL
Netherlands,Europe,Gelderland,Doorwerth,NL
Netherlands,Europe,Gelderland,Driehuizen,NL
Netherlands,Europe,Gelderland,Driel,NL
Netherlands,Europe,Gelderland,Drumpt,NL
Netherlands,Europe,Gelderland,Druten,NL
Netherlands,Europe,Gelderland,Duiven,NL
Netherlands,Europe,Gelderland,Ede,NL
Netherlands,Europe,Gelderland,Ederveen,NL
Netherlands,Europe,Gelderland,Eefde,NL
Netherlands,Europe,Gelderland,Eerbeek,NL
Netherlands,Europe,Gelderland,Eibergen,NL
Netherlands,Europe,Gelderland,Elburg,NL
Netherlands,Europe,Gelderland,Elden,NL
Netherlands,Europe,Gelderland,Ellecom,NL
Netherlands,Europe,Gelderland,Elspeet,NL
Netherlands,Europe,Gelderland,Elst,NL
Netherlands,Europe,Gelderland,Emst,NL
Netherlands,Europe,Gelderland,Epe,NL
Netherlands,Europe,Gelderland,Epse,NL
Netherlands,Europe,Gelderland,Ermelo,NL
Netherlands,Europe,Gelderland,Etten,NL
Netherlands,Europe,Gelderland,Gameren,NL
Netherlands,Europe,Gelderland,Garderen,NL
Netherlands,Europe,Gelderland,Geitenkamp,NL
Netherlands,Europe,Gelderland,Geldermalsen,NL
Netherlands,Europe,Gelderland,Geldermalsen-West,NL
Netherlands,Europe,Gelderland,Gemeente Aalten,NL
Netherlands,Europe,Gelderland,Gemeente Apeldoorn,NL
Netherlands,Europe,Gelderland,Gemeente Arnhem,NL
Netherlands,Europe,Gelderland,Gemeente Barneveld,NL
Netherlands,Europe,Gelderland,Gemeente Berg en Dal,NL
Netherlands,Europe,Gelderland,Gemeente Beuningen,NL
Netherlands,Europe,Gelderland,Gemeente Bronckhorst,NL
Netherlands,Europe,Gelderland,Gemeente Brummen,NL
Netherlands,Europe,Gelderland,Gemeente Buren,NL
Netherlands,Europe,Gelderland,Gemeente Culemborg,NL
Netherlands,Europe,Gelderland,Gemeente Doesburg,NL
Netherlands,Europe,Gelderland,Gemeente Doetinchem,NL
Netherlands,Europe,Gelderland,Gemeente Druten,NL
Netherlands,Europe,Gelderland,Gemeente Duiven,NL
Netherlands,Europe,Gelderland,Gemeente Ede,NL
Netherlands,Europe,Gelderland,Gemeente Elburg,NL
Netherlands,Europe,Gelderland,Gemeente Epe,NL
Netherlands,Europe,Gelderland,Gemeente Ermelo,NL
Netherlands,Europe,Gelderland,Gemeente Harderwijk,NL
Netherlands,Europe,Gelderland,Gemeente Hattem,NL
Netherlands,Europe,Gelderland,Gemeente Heerde,NL
Netherlands,Europe,Gelderland,Gemeente Heumen,NL
Netherlands,Europe,Gelderland,Gemeente Lingewaard,NL
Netherlands,Europe,Gelderland,Gemeente Lochem,NL
Netherlands,Europe,Gelderland,Gemeente Maasdriel,NL
Netherlands,Europe,Gelderland,Gemeente Montferland,NL
Netherlands,Europe,Gelderland,Gemeente Neder-Betuwe,NL
Netherlands,Europe,Gelderland,Gemeente Nijkerk,NL
Netherlands,Europe,Gelderland,Gemeente Nijmegen,NL
Netherlands,Europe,Gelderland,Gemeente Nunspeet,NL
Netherlands,Europe,Gelderland,Gemeente Oldebroek,NL
Netherlands,Europe,Gelderland,Gemeente Overbetuwe,NL
Netherlands,Europe,Gelderland,Gemeente Putten,NL
Netherlands,Europe,Gelderland,Gemeente Renkum,NL
Netherlands,Europe,Gelderland,Gemeente Rheden,NL
Netherlands,Europe,Gelderland,Gemeente Rozendaal,NL
Netherlands,Europe,Gelderland,Gemeente Scherpenzeel,NL
Netherlands,Europe,Gelderland,Gemeente Tiel,NL
Netherlands,Europe,Gelderland,Gemeente Voorst,NL
Netherlands,Europe,Gelderland,Gemeente Wageningen,NL
Netherlands,Europe,Gelderland,Gemeente West Maas en Waal,NL
Netherlands,Europe,Gelderland,Gemeente Westervoort,NL
Netherlands,Europe,Gelderland,Gemeente Wijchen,NL
Netherlands,Europe,Gelderland,Gemeente Winterswijk,NL
Netherlands,Europe,Gelderland,Gemeente Zaltbommel,NL
Netherlands,Europe,Gelderland,Gemeente Zevenaar,NL
Netherlands,Europe,Gelderland,Gemeente Zutphen,NL
Netherlands,Europe,Gelderland,Gendringen,NL
Netherlands,Europe,Gelderland,Gendt,NL
Netherlands,Europe,Gelderland,Giesbeek,NL
Netherlands,Europe,Gelderland,Gorssel,NL
Netherlands,Europe,Gelderland,Groesbeek,NL
Netherlands,Europe,Gelderland,Groessen,NL
Netherlands,Europe,Gelderland,Gulden Bodem,NL
Netherlands,Europe,Gelderland,Haaften,NL
Netherlands,Europe,Gelderland,Haalderen,NL
Netherlands,Europe,Gelderland,Harderwijk,NL
Netherlands,Europe,Gelderland,Harskamp,NL
Netherlands,Europe,Gelderland,Hatert,NL
Netherlands,Europe,Gelderland,Hattem,NL
Netherlands,Europe,Gelderland,Hattemerbroek,NL
Netherlands,Europe,Gelderland,Hedel,NL
Netherlands,Europe,Gelderland,Heelsum,NL
Netherlands,Europe,Gelderland,Heerde,NL
Netherlands,Europe,Gelderland,Heerewaarden,NL
Netherlands,Europe,Gelderland,Hees,NL
Netherlands,Europe,Gelderland,Hengelo,NL
Netherlands,Europe,Gelderland,Hengstdal,NL
Netherlands,Europe,Gelderland,Herwijnen,NL
Netherlands,Europe,Gelderland,Het Loo,NL
Netherlands,Europe,Gelderland,Heteren,NL
Netherlands,Europe,Gelderland,Heumen,NL
Netherlands,Europe,Gelderland,Hoogkamp,NL
Netherlands,Europe,Gelderland,Horssen,NL
Netherlands,Europe,Gelderland,Hummelo,NL
Netherlands,Europe,Gelderland,Hunnerberg,NL
Netherlands,Europe,Gelderland,Ingen,NL
Netherlands,Europe,Gelderland,Keijenborg,NL
Netherlands,Europe,Gelderland,Kerkdriel,NL
Netherlands,Europe,Gelderland,Kerschoten,NL
Netherlands,Europe,Gelderland,Kesteren,NL
Netherlands,Europe,Gelderland,Kootwijkerbroek,NL
Netherlands,Europe,Gelderland,Laren,NL
Netherlands,Europe,Gelderland,Leesten,NL
Netherlands,Europe,Gelderland,Lent,NL
Netherlands,Europe,Gelderland,Leuth,NL
Netherlands,Europe,Gelderland,Lichtenvoorde,NL
Netherlands,Europe,Gelderland,Lienden,NL
Netherlands,Europe,Gelderland,Lindenholt,NL
Netherlands,Europe,Gelderland,Lobith,NL
Netherlands,Europe,Gelderland,Lochem,NL
Netherlands,Europe,Gelderland,Loenen,NL
Netherlands,Europe,Gelderland,Lunteren,NL
Netherlands,Europe,Gelderland,Malburgen West,NL
Netherlands,Europe,Gelderland,Matendonk,NL
Netherlands,Europe,Gelderland,Matendreef,NL
Netherlands,Europe,Gelderland,Matengaarde,NL
Netherlands,Europe,Gelderland,Matenhoeve,NL
Netherlands,Europe,Gelderland,Matenhorst,NL
Netherlands,Europe,Gelderland,Matenveld,NL
Netherlands,Europe,Gelderland,Maurik,NL
Netherlands,Europe,Gelderland,Meteren,NL
Netherlands,Europe,Gelderland,Nederhemert,NL
Netherlands,Europe,Gelderland,Nederhemert-Noord,NL
Netherlands,Europe,Gelderland,Nederwoud,NL
Netherlands,Europe,Gelderland,Neede,NL
Netherlands,Europe,Gelderland,Nijkerk,NL
Netherlands,Europe,Gelderland,Nijkerkerveen,NL
Netherlands,Europe,Gelderland,Nijmegen,NL
Netherlands,Europe,Gelderland,Nunspeet,NL
Netherlands,Europe,Gelderland,Ochten,NL
Netherlands,Europe,Gelderland,Oldebroek,NL
Netherlands,Europe,Gelderland,Ooij,NL
Netherlands,Europe,Gelderland,Oost Gelre,NL
Netherlands,Europe,Gelderland,Oostendorp,NL
Netherlands,Europe,Gelderland,Oosterbeek,NL
Netherlands,Europe,Gelderland,Oosterhout,NL
Netherlands,Europe,Gelderland,Ooy,NL
Netherlands,Europe,Gelderland,Ooyerhoek,NL
Netherlands,Europe,Gelderland,Ophemert,NL
Netherlands,Europe,Gelderland,Opheusden,NL
Netherlands,Europe,Gelderland,Opijnen,NL
Netherlands,Europe,Gelderland,Orden,NL
Netherlands,Europe,Gelderland,Otterlo,NL
Netherlands,Europe,Gelderland,Oude IJsselstreek,NL
Netherlands,Europe,Gelderland,Overasselt,NL
Netherlands,Europe,Gelderland,Pannerden,NL
Netherlands,Europe,Gelderland,Puiflijk,NL
Netherlands,Europe,Gelderland,Putten,NL
Netherlands,Europe,Gelderland,Renkum,NL
Netherlands,Europe,Gelderland,Rheden,NL
Netherlands,Europe,Gelderland,Rivierenkwartier,NL
Netherlands,Europe,Gelderland,Rossum,NL
Netherlands,Europe,Gelderland,Rozendaal,NL
Netherlands,Europe,Gelderland,Ruurlo,NL
Netherlands,Europe,Gelderland,Scherpenzeel,NL
Netherlands,Europe,Gelderland,Silvolde,NL
Netherlands,Europe,Gelderland,Sluisoord,NL
Netherlands,Europe,Gelderland,Spainkbos,NL
Netherlands,Europe,Gelderland,Sprengenbos,NL
Netherlands,Europe,Gelderland,Sprengenweg-Noord,NL
Netherlands,Europe,Gelderland,Sprenkelaar,NL
Netherlands,Europe,Gelderland,Staatsliedenkwartier,NL
Netherlands,Europe,Gelderland,Steenderen,NL
Netherlands,Europe,Gelderland,Stegeslag,NL
Netherlands,Europe,Gelderland,Sterrenberg,NL
Netherlands,Europe,Gelderland,Terborg,NL
Netherlands,Europe,Gelderland,Terschuur,NL
Netherlands,Europe,Gelderland,Terwolde,NL
Netherlands,Europe,Gelderland,Tiel,NL
Netherlands,Europe,Gelderland,Tolkamer,NL
Netherlands,Europe,Gelderland,Tricht,NL
Netherlands,Europe,Gelderland,Twello,NL
Netherlands,Europe,Gelderland,Uddel,NL
Netherlands,Europe,Gelderland,Ugchelen,NL
Netherlands,Europe,Gelderland,Vaassen,NL
Netherlands,Europe,Gelderland,Valburg,NL
Netherlands,Europe,Gelderland,Valendries,NL
Netherlands,Europe,Gelderland,Varsseveld,NL
Netherlands,Europe,Gelderland,Velp,NL
Netherlands,Europe,Gelderland,Vogelkwartier,NL
Netherlands,Europe,Gelderland,Voorst,NL
Netherlands,Europe,Gelderland,Voorthuizen,NL
Netherlands,Europe,Gelderland,Vorden,NL
Netherlands,Europe,Gelderland,Vredenburg,NL
Netherlands,Europe,Gelderland,Vuren,NL
Netherlands,Europe,Gelderland,Waardenburg,NL
Netherlands,Europe,Gelderland,Wageningen,NL
Netherlands,Europe,Gelderland,Wapenveld,NL
Netherlands,Europe,Gelderland,Warnsveld,NL
Netherlands,Europe,Gelderland,Wekerom,NL
Netherlands,Europe,Gelderland,Welgelegen,NL
Netherlands,Europe,Gelderland,West Betuwe,NL
Netherlands,Europe,Gelderland,Westeneng,NL
Netherlands,Europe,Gelderland,Westenenk,NL
Netherlands,Europe,Gelderland,Westervoort,NL
Netherlands,Europe,Gelderland,Wijchen,NL
Netherlands,Europe,Gelderland,Winkewijert,NL
Netherlands,Europe,Gelderland,Winterswijk,NL
Netherlands,Europe,Gelderland,Wisch,NL
Netherlands,Europe,Gelderland,Wolfheze,NL
Netherlands,Europe,Gelderland,Woudhuis,NL
Netherlands,Europe,Gelderland,Zaltbommel,NL
Netherlands,Europe,Gelderland,Zeddam,NL
Netherlands,Europe,Gelderland,Zelhem,NL
Netherlands,Europe,Gelderland,Zetten,NL
Netherlands,Europe,Gelderland,Zevenaar,NL
Netherlands,Europe,Gelderland,Zevenhuizen,NL
Netherlands,Europe,Gelderland,Zoelen,NL
Netherlands,Europe,Gelderland,Zonnemaat,NL
Netherlands,Europe,Gelderland,Zuilichem,NL
Netherlands,Europe,Gelderland,Zutphen,NL
Netherlands,Europe,Gelderland,Baardheere,SO
Netherlands,Europe,Gelderland,Garbahaarrey,SO
Netherlands,Europe,Gelderland,Luuq,SO
Netherlands,Europe,Gelderland,Aire-la-Ville,CH
Netherlands,Europe,Gelderland,Anières,CH
Netherlands,Europe,Gelderland,Bellevue,CH
Netherlands,Europe,Gelderland,Bernex,CH
Netherlands,Europe,Gelderland,Carouge,CH
Netherlands,Europe,Gelderland,Chancy,CH
Netherlands,Europe,Gelderland,Chêne-Bougeries,CH
Netherlands,Europe,Gelderland,Chêne-Bourg,CH
Netherlands,Europe,Gelderland,Confignon,CH
Netherlands,Europe,Gelderland,Corsier,CH
Netherlands,Europe,Gelderland,Dardagny,CH
Netherlands,Europe,Gelderland,Genève,CH
Netherlands,Europe,Gelderland,Jussy,CH
Netherlands,Europe,Gelderland,Lancy,CH
Netherlands,Europe,Gelderland,Le Grand-Saconnex,CH
Netherlands,Europe,Gelderland,Les Avanchets,CH
Netherlands,Europe,Gelderland,Meinier,CH
Netherlands,Europe,Gelderland,Meyrin,CH
Netherlands,Europe,Gelderland,Onex,CH
Netherlands,Europe,Gelderland,Plan-les-Ouates,CH
Netherlands,Europe,Gelderland,Puplinge,CH
Netherlands,Europe,Gelderland,Satigny,CH
Netherlands,Europe,Gelderland,Thônex,CH
Netherlands,Europe,Gelderland,Troinex,CH
Netherlands,Europe,Gelderland,Vandœuvres,CH
Netherlands,Europe,Gelderland,Vernier,CH
Netherlands,Europe,Gelderland,Versoix,CH
Netherlands,Europe,Gelderland,Veyrier,CH
Netherlands,Europe,Groningen,Akunk’,AM
Netherlands,Europe,Groningen,Astghadzor,AM
Netherlands,Europe,Groningen,Chambarak,AM
Netherlands,Europe,Groningen,Ddmashen,AM
Netherlands,Europe,Groningen,Drakhtik,AM
Netherlands,Europe,Groningen,Dzoragyugh,AM
Netherlands,Europe,Groningen,Gagarin,AM
Netherlands,Europe,Groningen,Gandzak,AM
Netherlands,Europe,Groningen,Gavarr,AM
Netherlands,Europe,Groningen,Geghamasar,AM
Netherlands,Europe,Groningen,Geghamavan,AM
Netherlands,Europe,Groningen,Karanlukh,AM
Netherlands,Europe,Groningen,Karchaghbyur,AM
Netherlands,Europe,Groningen,Lanjaghbyur,AM
Netherlands,Europe,Groningen,Lchap’,AM
Netherlands,Europe,Groningen,Lchashen,AM
Netherlands,Europe,Groningen,Lichk’,AM
Netherlands,Europe,Groningen,Madina,AM
Netherlands,Europe,Groningen,Martuni,AM
Netherlands,Europe,Groningen,Mets Masrik,AM
Netherlands,Europe,Groningen,Nerk’in Getashen,AM
Netherlands,Europe,Groningen,Noratus,AM
Netherlands,Europe,Groningen,Sarukhan,AM
Netherlands,Europe,Groningen,Sevan,AM
Netherlands,Europe,Groningen,Tsovagyugh,AM
Netherlands,Europe,Groningen,Tsovak,AM
Netherlands,Europe,Groningen,Tsovasar,AM
Netherlands,Europe,Groningen,Tsovazard,AM
Netherlands,Europe,Groningen,Tsovinar,AM
Netherlands,Europe,Groningen,Vaghashen,AM
Netherlands,Europe,Groningen,Vahan,AM
Netherlands,Europe,Groningen,Vardenik,AM
Netherlands,Europe,Groningen,Vardenis,AM
Netherlands,Europe,Groningen,Varser,AM
Netherlands,Europe,Groningen,Verin Getashen,AM
Netherlands,Europe,Groningen,Yeranos,AM
Netherlands,Europe,Groningen,Bitkine,TD
Netherlands,Europe,Groningen,Melfi,TD
Netherlands,Europe,Groningen,Mongo,TD
Netherlands,Europe,Groningen,Betzdorf,LU
Netherlands,Europe,Groningen,Biwer,LU
Netherlands,Europe,Groningen,Flaxweiler,LU
Netherlands,Europe,Groningen,Gonderange,LU
Netherlands,Europe,Groningen,Grevenmacher,LU
Netherlands,Europe,Groningen,Junglinster,LU
Netherlands,Europe,Groningen,Manternach,LU
Netherlands,Europe,Groningen,Mertert,LU
Netherlands,Europe,Groningen,Wasserbillig,LU
Netherlands,Europe,Groningen,Wormeldange,LU
Netherlands,Europe,Groningen,Aduard,NL
Netherlands,Europe,Groningen,Appingedam,NL
Netherlands,Europe,Groningen,Baflo,NL
Netherlands,Europe,Groningen,Bedum,NL
Netherlands,Europe,Groningen,Bellingwolde,NL
Netherlands,Europe,Groningen,Blijham,NL
Netherlands,Europe,Groningen,Coendersborg,NL
Netherlands,Europe,Groningen,De Wijert,NL
Netherlands,Europe,Groningen,Delfzijl,NL
Netherlands,Europe,Groningen,Eenrum,NL
Netherlands,Europe,Groningen,Eexta,NL
Netherlands,Europe,Groningen,Farmsum,NL
Netherlands,Europe,Groningen,Gemeente  Oldambt,NL
Netherlands,Europe,Groningen,Gemeente Appingedam,NL
Netherlands,Europe,Groningen,Gemeente Delfzijl,NL
Netherlands,Europe,Groningen,Gemeente Groningen,NL
Netherlands,Europe,Groningen,Gemeente Loppersum,NL
Netherlands,Europe,Groningen,Gemeente Pekela,NL
Netherlands,Europe,Groningen,Gemeente Stadskanaal,NL
Netherlands,Europe,Groningen,Gemeente Veendam,NL
Netherlands,Europe,Groningen,Glimmen,NL
Netherlands,Europe,Groningen,Grijpskerk,NL
Netherlands,Europe,Groningen,Groningen,NL
Netherlands,Europe,Groningen,Grootegast,NL
Netherlands,Europe,Groningen,Haren,NL
Netherlands,Europe,Groningen,Harkstede,NL
Netherlands,Europe,Groningen,Heiligerlee,NL
Netherlands,Europe,Groningen,Helpman,NL
Netherlands,Europe,Groningen,Hoogezand,NL
Netherlands,Europe,Groningen,Korrewegwijk,NL
Netherlands,Europe,Groningen,Leek,NL
Netherlands,Europe,Groningen,Leens,NL
Netherlands,Europe,Groningen,Loppersum,NL
Netherlands,Europe,Groningen,Marum,NL
Netherlands,Europe,Groningen,Meeden,NL
Netherlands,Europe,Groningen,Middelstum,NL
Netherlands,Europe,Groningen,Midden-Groningen,NL
Netherlands,Europe,Groningen,Midwolda,NL
Netherlands,Europe,Groningen,Niekerk,NL
Netherlands,Europe,Groningen,Nieuwe Pekela,NL
Netherlands,Europe,Groningen,Nieuwolda,NL
