"rank","restaurant_name","emailaddress","zipcode","website","cuisine1","cuisine2","cuisine3","cuisine","phone_number","address","yellowpages_rating","yellowpages_review_count","tripadvisor_rating","tripadvisor_review_count"
"202. ","Manor At Hamlet Village","","44022","http://hamletretirement.com","Nursing & Convalescent Homes","Assisted Living Facilities","Nursing Homes-Skilled Nursing Facility","Nursing & Convalescent Homes,Assisted Living Facilities,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities","(440) 247-4200","150 Cleveland St,Chagrin Falls,OH","3","1","",""
"203. ","Greene Oaks","","45385","http://www.ketteringhealth.org","Retirement Communities","Assisted Living Facilities","Nursing & Convalescent Homes","Retirement Communities,Assisted Living Facilities,Nursing & Convalescent Homes","(937) 352-2800","164 Office Park Dr,Xenia,OH","3","1","",""
"204. ","ManorCare Health Services-Parma","","44133","http://www.hcr-manorcare.com","Residential Care Facilities","Assisted Living Facilities","Nursing & Convalescent Homes","Residential Care Facilities,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Occupational Therapists,Physical Therapists","(440) 345-9300","9055 W Sprague Rd,North Royalton,OH","3","1","",""
"205. ","The Springs of Lima","","45807","https://www.trilogyhs.com/senior-living/oh/lima/springs-of-lima","Assisted Living Facilities","Assisted Living & Elder Care Services","Nursing Homes-Intermediate Care Facility","Assisted Living Facilities,Assisted Living & Elder Care Services,Nursing Homes-Intermediate Care Facility,Rehabilitation Services,Residential Care Facilities","(419) 516-4877","370 N Eastown Rd,Lima,OH","3","1","",""
"206. ","Mercy Siena Gardens","","45415","","Assisted Living Facilities","Nursing Homes-Skilled Nursing Facility","Residential Care Facilities","Assisted Living Facilities,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities","(937) 279-6879","6105 N Main St,Dayton,OH","3","1","",""
"207. ","Century Oak Care Center","","44130","","Nursing & Convalescent Homes","Assisted Living Facilities","","Nursing & Convalescent Homes,Assisted Living Facilities","(440) 243-7888","7250 Old Oak Blvd,Cleveland,OH","3","1","",""
"208. ","Employment For Seniors","","43213","https://www.employseniors.org","Senior Citizens Services & Organizations","","","Senior Citizens Services & Organizations","(614) 863-1219","4500 E Broad St,Columbus,OH","3","1","",""
"209. ","Kindred Transitional Care and Rehabilitation - Pickerington","","43147","","Nursing & Convalescent Homes","Rehabilitation Services","","Nursing & Convalescent Homes,Rehabilitation Services","(614) 863-1858","1300 Hill Rd N,Pickerington,OH","3","1","",""
"210. ","Four Seasons of Washington","","43160","http://www.fourseasonsofwashington.com","Nursing & Convalescent Homes","","","Nursing & Convalescent Homes","(740) 895-6101","201 Courthouse Pkwy,Washington Court House,OH","3","1","",""
"241. ","Reliable Home Healthcare","","45840","http://www.reliablehomehealthcareoh.com","Home Health Services","Medical Centers","Physical Therapists","Home Health Services,Medical Centers,Physical Therapists,Senior Citizens Services & Organizations","(419) 423-7100","101 W Sandusky St Ste 315,Findlay,OH","1.5","2","",""
"242. ","Lavender Home Care Solutions","","45459","http://www.lavenderhomecare.com","Senior Citizens Services & Organizations","Home Health Services","","Senior Citizens Services & Organizations,Home Health Services","(937) 660-6901","7333 Paragon Rd Ste 220,Dayton,OH","","","",""
"243. ","Mallard Cove Senior Living","","45246","http://mallardcoveseniorliving.com","Retirement Communities","Assisted Living & Elder Care Services","Assisted Living Facilities","Retirement Communities,Assisted Living & Elder Care Services,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Retirement Apartments & Hotels","(513) 772-6655","1410 Mallard Cove Dr,Cincinnati,OH","1","3","",""
"244. ","Grande Pointe Healthcare Community","","44143","http://www.communicarehealth.com","Retirement Communities","Assisted Living Facilities","Nursing & Convalescent Homes","Retirement Communities,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities","(216) 261-9600","3 Merit Dr,Cleveland,OH","1","2","",""
"245. ","Woodlands Assisted Living at Hampton Woods","","44514","http://www.woodlandsllc.com","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing & Convalescent Homes","Assisted Living & Elder Care Services,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility","(330) 707-1400","1525 E Western Reserve Rd,Youngstown,OH","1","2","",""
"246. ","Visiting Angels","","43220","http://www.visitingangels.com","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Home Health Services","Assisted Living & Elder Care Services,Eldercare-Home Health Services,Home Health Services,Nurses-Home Services","(614) 398-4226","1660 NW Professional Plz Ste D,Columbus,OH","","","",""
"247. ","Batavia Nursing Care Center","","45103","","Nursing & Convalescent Homes","Alzheimer's Care & Services","Assisted Living Facilities","Nursing & Convalescent Homes,Alzheimer's Care & Services,Assisted Living Facilities,Physical Therapists,Physical Therapy Clinics,Rehabilitation Services,Residential Care Facilities,Retirement Apartments & Hotels","(513) 732-6500","4000 Golden Age Dr,Batavia,OH","1","2","",""
"248. ","Aristocrat Berea","","44017","http://www.communicarehealth.com","Residential Care Facilities","Alzheimer's Care & Services","Assisted Living Facilities","Residential Care Facilities,Alzheimer's Care & Services,Assisted Living Facilities,Home Health Services,Nursing & Convalescent Homes,Senior Citizens Services & Organizations","(440) 243-4000","255 Front St,Berea,OH","1","2","",""
"249. ","Portage Trail Village","","44223","http://www.nationalchurchresidences.org","Retirement Communities","Apartments","Retirement Apartments & Hotels","Retirement Communities,Apartments,Retirement Apartments & Hotels","(330) 929-4227","45 Cathedral Ln,Cuyahoga Falls,OH","1","2","",""
"250. ","Brookdale Of Englewood","","45322","","Assisted Living Facilities","Nursing & Convalescent Homes","","Assisted Living Facilities,Nursing & Convalescent Homes","(937) 836-9617","95 W Wenger Rd,Englewood,OH","1","2","",""
"251. ","Orchard Villa","","43616","https://www.lhshealth.com/facility-locations/orchard-villa","Nursing Homes-Skilled Nursing Facility","Assisted Living Facilities","Rehabilitation Services","Nursing Homes-Skilled Nursing Facility,Assisted Living Facilities,Rehabilitation Services","(419) 697-4100","2841 Munding Dr,Oregon,OH","","","",""
"252. ","Keys To Comfort","","44119","","Assisted Living & Elder Care Services","Adult Day Care Centers","Eldercare-Home Health Services","Assisted Living & Elder Care Services,Adult Day Care Centers,Eldercare-Home Health Services,Elderly Homes,Home Health Services","(216) 200-8539","18870 Pasnow Ave,Cleveland,OH","1","2","",""
"253. ","Rehabilitation And Nursing Center At Spring Creek","","45424","","Nursing Homes-Skilled Nursing Facility","Rehabilitation Services","","Nursing Homes-Skilled Nursing Facility,Rehabilitation Services","(937) 236-6707","5440 Charlesgate Rd,Dayton,OH","1","2","",""
"254. ","Lucasville I-Skilled Nurse","","45648","","Senior Citizens Services & Organizations","Adult Day Care Centers","Physicians & Surgeons","Senior Citizens Services & Organizations,Adult Day Care Centers,Physicians & Surgeons","(740) 259-5536","10098 Big Bear Creek Rd,Lucasville,OH","1","2","",""
"255. ","Shady Lawn Nursing Home","","44618","http://www.shadylawnhealthcare.com","Nursing & Convalescent Homes","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing & Convalescent Homes,Assisted Living & Elder Care Services,Assisted Living Facilities,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Retirement Communities","(330) 828-2278","15028 Old Lincoln Way,Dalton,OH","","","",""
"256. ","Good Shepherd of Paragon","","45503","http://www.goodshepherdvillage.org","Nursing & Convalescent Homes","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Nursing & Convalescent Homes,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Assisted Living Facilities,Elderly Homes,Homes-Institutional & Aged,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Residential Care Facilities,Rest Homes,Retirement Apartments & Hotels,Retirement Communities","(937) 322-1911","422 N Burnett Rd,Springfield,OH","","","",""
"257. ","Grande Village Retirement Community","","44087","http://sprengerhealthcare.com","Nursing & Convalescent Homes","Assisted Living Facilities","Nursing Homes-Skilled Nursing Facility","Nursing & Convalescent Homes,Assisted Living Facilities,Nursing Homes-Skilled Nursing Facility,Physical Therapists,Physical Therapy Clinics,Rehabilitation Services,Residential Care Facilities,Rest Homes,Retirement Apartments & Hotels,Retirement Communities","(330) 963-3600","2610 E Aurora Rd,Twinsburg,OH","1","1","",""
"258. ","Montefiore","","44122","http://www.montefiorecare.org","Assisted Living & Elder Care Services","Alzheimer's Care & Services","Assisted Living Facilities","Assisted Living & Elder Care Services,Alzheimer's Care & Services,Assisted Living Facilities,Home Health Services,Hospices,Nurses,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Physical Therapists,Physicians & Surgeons,Physicians & Surgeons,Internal Medicine,Rehabilitation Services","(216) 360-9080","1 David Myers Pkwy,Beachwood,OH","","","",""
"259. ","The Wellington at Dayton","","45459","http://www.capitalsenior.com/thewellingtonatdayton","Assisted Living Facilities","Assisted Living & Elder Care Services","Elderly Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Elderly Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Rest Homes,Retirement Communities,Senior Citizens Services & Organizations","(937) 853-3400","2656 W Alex Bell Rd,Dayton,OH","1","1","",""
"260. ","Mercy Siena Woods","","45415","http://community-mercy.org","Assisted Living Facilities","Assisted Living & Elder Care Services","Homes-Institutional & Aged","Assisted Living Facilities,Assisted Living & Elder Care Services,Homes-Institutional & Aged,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Retirement Communities","(937) 278-8211","6125 N Main St,Dayton,OH","1","1","",""
"261. ","Forest Glen Health Campus","","45503","http://www.forestglenhc.com","Nursing & Convalescent Homes","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing & Convalescent Homes,Assisted Living & Elder Care Services,Assisted Living Facilities,Homes-Institutional & Aged,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Retirement Communities","(937) 390-9913","2150 Montego Dr,Springfield,OH","1","1","",""
"262. ","Rocksprings Rehabilitation Center","","45769","http://www.extendicareus.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Elderly Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Elderly Homes,Homes-Institutional & Aged,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Retirement Communities","(740) 992-0851","36759 Rocksprings Rd,Pomeroy,OH","1","1","",""
"263. ","Avenue Care & Rehabilitation Center The","","44128","http://theavenuecarecenter.com","Nursing & Convalescent Homes","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing & Convalescent Homes,Assisted Living & Elder Care Services,Assisted Living Facilities,Homes-Institutional & Aged,Nursing Homes-Skilled Nursing Facility,Personal Care Homes,Rehabilitation Services,Residential Care Facilities","(216) 896-9900","4120 Interchange Corporate Center Rd,Cleveland,OH","","","",""
"264. ","The Heights","","44147","http://www.genesishcc.com/theheights","Nursing & Convalescent Homes","Nursing Homes-Skilled Nursing Facility","Rehabilitation Services","Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Rest Homes,Retirement Communities","(440) 526-4770","2801 E Royalton Rd,Broadview Heights,OH","","","",""
"265. ","Friendship Village","","45426","http://www.fvdayton.com","Nursing Homes-Skilled Nursing Facility","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Nursing Homes-Skilled Nursing Facility,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Assisted Living Facilities,Nursing & Convalescent Homes,Rehabilitation Services,Retirement Communities","(937) 837-5581","5790 Denlinger Rd,Dayton,OH","1","1","",""
"266. ","The Walnut Creek Senior Living Campus","","45439","http://www.wcreekoh.com","Nursing & Convalescent Homes","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing & Convalescent Homes,Assisted Living & Elder Care Services,Assisted Living Facilities,Homes-Institutional & Aged,Nursing Homes-Skilled Nursing Facility,Physical Therapists,Residential Care Facilities","(937) 293-7703","5070 Lamme Rd,Dayton,OH","","","",""
"267. ","Judson Manor","","44106","http://judsonsmartliving.org","Assisted Living & Elder Care Services","Adult Day Care Centers","Assisted Living Facilities","Assisted Living & Elder Care Services,Adult Day Care Centers,Assisted Living Facilities,Rest Homes,Retirement Communities","(216) 791-2555","1890 E 107th St,Cleveland,OH","1","1","",""
"268. ","Andover Village Retirement Community Ltd","","44003","http://andovervillagesnr.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Nursing Homes-Skilled Nursing Facility","Assisted Living Facilities,Assisted Living & Elder Care Services,Nursing Homes-Skilled Nursing Facility,Physicians & Surgeons,Residential Care Facilities,Rest Homes","(440) 293-5416","486 S Main St,Andover,OH","1","1","",""
"269. ","National Church Residences","","45601","https://www.nationalchurchresidences.org/communities/chillicothe","Assisted Living Facilities","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Assisted Living Facilities,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Residential Care Facilities,Senior Citizens Services & Organizations","(740) 773-8107","142 University Dr,Chillicothe,OH","1","1","",""
"270. ","Carriage House","","44654","http://www.alcco.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Elderly Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Elderly Homes,Homes-Institutional & Aged,Retirement Communities","(330) 893-3653","3213 State Route 39,Millersburg,OH","1","1","",""
"1. ","New Dawn Retirement Community","","44622","http://www.new-dawn.net","Retirement Communities","Assisted Living & Elder Care Services","Home Health Care Equipment & Supplies","Retirement Communities,Assisted Living & Elder Care Services,Home Health Care Equipment & Supplies,Hospital & Nursing Home Consultants,Medical Service Organizations,Nurses-Home Services,Nursing Homes Referral Service,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Rest Homes,Retirement & Life Care Communities & Homes-Information Bureaus","(330) 343-5521","865 E Iron Ave,Dover,OH","5","15","",""
"2. ","Beeghly Oaks Center for Rehab & Nursing","","44512","http://www.beeghlyoaks.com","Occupational Therapists","Clinics","Counseling Services","Occupational Therapists,Clinics,Counseling Services,Home Health Services,Nursing & Convalescent Homes,Physical Therapists,Rehabilitation Services","(330) 884-2300","6505 Market St,Youngstown,OH","5","12","",""
"3. ","Pembrooke Place Skilled Nursing & Rehab Center","","44502","http://www.oasiscenterrehab.com","Occupational Therapists","Nursing & Convalescent Homes","Rehabilitation Services","Occupational Therapists,Nursing & Convalescent Homes,Rehabilitation Services","(330) 788-3038","850 E Midlothian Blvd,Youngstown,OH","5","11","",""
"4. ","HER Realtors Susan Wainfor Advantage Group","susanwainfor@gmail.com","43026","http://memoriesbeginathome.com","Retirement Communities","Apartments","Condominiums","Retirement Communities,Apartments,Condominiums,Land Companies,Real Estate Agents,Real Estate Buyer Brokers,Real Estate Consultants,Real Estate Developers,Real Estate Investing,Real Estate Referral & Information Service","(614) 763-4222","4087 Trueman Blvd,Hilliard,OH","5","9","",""
"5. ","Sunrise Family Healthcare","","43204","http://www.ohiosunrise.com","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Diabetes Educational","Alzheimer's Care & Services,Assisted Living & Elder Care Services,Diabetes Educational,Referral & Support Services,Eldercare-Home Health Services,Home Health Services,Nurses-Home Services,Occupational Therapists,Personal Care Homes,Physical Therapists,Senior Citizens Services & Organizations","(614) 272-0900","132 N Wilson Rd,Columbus,OH","5","9","",""
"6. ","Senior Assistants Inc","seniorassistantsinc@gmail.com","45414","http://www.seniorassistantsinc.com","Special Needs Transportation","Airport Transportation","Assisted Living & Elder Care Services","Special Needs Transportation,Airport Transportation,Assisted Living & Elder Care Services,Disability Services,Taxis,Transportation Providers,Transportation Services","(937) 454-4445",",Dayton,OH","5","8","",""
"7. ","Greenview Living","","44321","http://www.greenviewohio.com","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing & Convalescent Homes","Assisted Living & Elder Care Services,Assisted Living Facilities,Nursing & Convalescent Homes","(330) 819-1150","4204 Ridgewood Rd,Copley,OH","5","7","",""
"8. ","Auglaize Acres Nursing Home","","45895","http://www2.auglaizecounty.org/resources/aug-acres","Nursing & Convalescent Homes","Assisted Living Facilities","Residential Care Facilities","Nursing & Convalescent Homes,Assisted Living Facilities,Residential Care Facilities","(419) 738-3816","13093 Infirmary Rd,Wapakoneta,OH","5","7","",""
"9. ","Villa Springfield Health & Rehabilitation Center","","45503","http://www.villaspringfieldrehabcenter.com","Physical Therapists","Assisted Living & Elder Care Services","Clinics","Physical Therapists,Assisted Living & Elder Care Services,Clinics,Counseling Services,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Occupational Therapists,Physical Therapy Clinics,Rehabilitation Services,Residential Care Facilities,Senior Citizens Services & Organizations,Speech-Language Pathologists","(937) 399-5551","701 Villa Rd,Springfield,OH","5","5","",""
"10. ","Canton Christian Home","","44709","http://cantonchristianhome.org/Canton_CH/Home.html","Assisted Living & Elder Care Services","Assisted Living Facilities","Charities","Assisted Living & Elder Care Services,Assisted Living Facilities,Charities,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Retirement Communities","(330) 456-0004","2550 Cleveland Ave NW,Canton,OH","5","3","",""
"11. ","Comfort Keepers Home Care","","43082","https://www.comfortkeepers.com/offices/ohio/westerville","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Alzheimer's Care & Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Home Health Services,Senior Citizens Services & Organizations","(614) 699-6786","5761 Chandler Ct.,Westerville,OH","5","3","",""
"12. ","Home Helpers Home Care","","43082","https://www.homehelpershomecare.com/ottawa","Home Health Services","Assisted Living & Elder Care Services","Assisted Living Facilities","Home Health Services,Assisted Living & Elder Care Services,Assisted Living Facilities,Eldercare-Home Health Services,Independent Living Services For The Disabled","(419) 615-4449",",,OH","5","3","",""
"13. ","ELVES Among Us, LLC","","45036","","Assisted Living & Elder Care Services","Developmentally Disabled & Special Needs Services & Products","Home Health Services","Assisted Living & Elder Care Services,Developmentally Disabled & Special Needs Services & Products,Home Health Services","(877) 353-4980","726 E Main St Ste 212-f,Lebanon,OH","5","3","",""
"14. ","Laurel Lake Retirement Community","","44236","http://www.laurellake.com","Retirement Communities","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Retirement Communities,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Assisted Living Facilities,Nurses-Home Services,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Rest Homes,Social Service Organizations","(330) 422-3776","200 Laurel Lake Dr,Hudson,OH","5","2","",""
"15. ","New Albany Rehabilitation Center, Skilled Nursing & Assisted Living","","43230","http://macintoshcompany.com","Assisted Living & Elder Care Services","Assisted Living Facilities","Clinics","Assisted Living & Elder Care Services,Assisted Living Facilities,Clinics,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Physical Therapy Clinics,Rehabilitation Services,Senior Citizens Services & Organizations","(614) 855-8866","5691 Thompson Rd,Columbus,OH","5","2","",""
"16. ","Gables Care Center","","43976","","Assisted Living & Elder Care Services","Nursing & Convalescent Homes","Nursing Homes-Intermediate Care Facility","Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Residential Care Facilities","(740) 937-2900","351 Lahm Dr,Hopedale,OH","5","2","",""
"17. ","McGregor","","44112","http://mcgregoramasa.org","Rest Homes","Assisted Living Facilities","Nursing & Convalescent Homes","Rest Homes,Assisted Living Facilities,Nursing & Convalescent Homes,Retirement Communities","(216) 851-8200","14900 Private Dr,Cleveland,OH","5","2","",""
"18. ","Danbury Woods Cuyahoga Falls","","44221","http://www.danburyseniorliving.com","Assisted Living Facilities","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Assisted Living Facilities,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Retirement & Life Care Communities & Homes-Information Bureaus,Retirement Communities","(330) 940-3000","1695 Queens Gate Cir,Cuyahoga Falls,OH","5","2","",""
"19. ","Unique Home Solutions","Chaley@uniquehomesolutions.org","44233","https://uniquehomesolutions.org","Assisted Living & Elder Care Services","Building Construction Consultants","Building Contractors","Assisted Living & Elder Care Services,Building Construction Consultants,Building Contractors,Building Contractors-Commercial & Industrial,Construction Consultants,Health & Wellness Products,Home Improvements,Home Repair & Maintenance","(800) 800-1971","1545 W 130th St,Hinckley,OH","5","2","",""
"20. ","sitters At Your Service","","44104","","Assisted Living & Elder Care Services","Baby Sitters","Home Health Services","Assisted Living & Elder Care Services,Baby Sitters,Home Health Services","(216) 663-8848","3401 East 110th,Cleveland,OH","","","",""
"21. ","Astoria Skilled Nursing and Rehabilitation","","44708","http://www.astoriaskilled.com","Occupational Therapists","Assisted Living & Elder Care Services","Cardiac Rehabilitation","Occupational Therapists,Assisted Living & Elder Care Services,Cardiac Rehabilitation,Counseling Services,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Physical Therapists,Rehabilitation Services,Speech-Language Pathologists","(330) 455-5500","3537 12th St NW,Canton,OH","5","2","",""
"22. ","Golden Ridge A.L.C Assisted Living","","44077","http://www.alcassistedliving.com","Nursing Homes-Skilled Nursing Facility","Assisted Living Facilities","Residential Care Facilities","Nursing Homes-Skilled Nursing Facility,Assisted Living Facilities,Residential Care Facilities,Senior Citizens Services & Organizations","(440) 352-1433","11146 Spear Rd,Painesville,OH","5","2","",""
"23. ","The Lodge at New Dawn","","44706","https://www.new-dawn-lodge.net","Assisted Living & Elder Care Services","Retirement Communities","","Assisted Living & Elder Care Services,Retirement Communities","(330) 484-5888","3660 Greentree Ave SW,Canton,OH","5","2","",""
"24. ","Home Care Assistance Columbus","","43221","http://www.homecareassistancecolumbus.com","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Alzheimer's Care & Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Home Health Services,Senior Citizens Services & Organizations","(614) 481-8888","2098 Tremont Center,Columbus,OH","5","2","",""
"25. ","BrightStar Care Centerville / Warren County","","45458","https://www.brightstarcare.com/centerville-warren-county","Home Health Services","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Home Health Services,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Rehabilitation Services,Senior Citizens Services & Organizations","(937) 619-3111","10536 Success Lane,Centerville,OH","5","2","",""
"26. ","Lake Pointe Rehabilitation & Nursing Center","","44030","http://lakepointerehab.com","Nursing & Convalescent Homes","Assisted Living Facilities","Rehabilitation Services","Nursing & Convalescent Homes,Assisted Living Facilities,Rehabilitation Services,Residential Care Facilities","(440) 593-6266","22 Parrish Rd,Conneaut,OH","5","2","",""
"27. ","Miami Valley Homecare","","45410","http://www.miamivalleyhomecare.net","Assisted Living Facilities","Assisted Living & Elder Care Services","Home Health Services","Assisted Living Facilities,Assisted Living & Elder Care Services,Home Health Services","(937) 671-2273","922 Creighton Ave Ste 1,Dayton,OH","5","2","",""
"28. ","Visiting Angels","","43623","http://www.visitingangels.com","Eldercare-Home Health Services","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Eldercare-Home Health Services,Alzheimer's Care & Services,Assisted Living & Elder Care Services","(419) 517-7000","6060 Renaissance Pl Ste J,Toledo,OH","5","2","",""
"29. ","All Unity Home Care","","43204","","Home Health Services","Assisted Living & Elder Care Services","Nurses-Home Services","Home Health Services,Assisted Living & Elder Care Services,Nurses-Home Services","(614) 429-1170","3556 Sullivant Ave,Columbus,OH","5","2","",""
"30. ","Right at Home","","43560","http://www.rightathome.net","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Home Health Services","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Home Health Services","(419) 882-1111","5800 Monroe St Ste 201,Sylvania,OH","5","2","",""
"271. ","Wayside Farm Nursing & Rehabilitation Center","","44264","http://waysidefarmnh.com","Nursing & Convalescent Homes","Assisted Living Facilities","Elderly Homes","Nursing & Convalescent Homes,Assisted Living Facilities,Elderly Homes,Nursing Homes-Skilled Nursing Facility,Physical Therapists,Rehabilitation Services,Residential Care Facilities,Retirement Apartments & Hotels","(330) 923-7828","4557 Quick Rd,Peninsula,OH","","","",""
"272. ","Taylor Place","","45840","http://www.enlivant.com/communities/ohio/taylor-place-findlay/?utm_campaign=local&utm_source=listings&utm_medium=Y&y_source=1_MjAyNjY1MS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Assisted Living Facilities","Assisted Living & Elder Care Services","Elderly Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Elderly Homes,Homes-Institutional & Aged,Retirement Communities","(419) 721-6131","1920 Breckenridge Rd,Findlay,OH","1","1","",""
"273. ","Crestline Nursing Center","","44827","http://centers.consulatehealthcare.com/oh/crestline/327-w.-main-st..html","Nursing Homes-Skilled Nursing Facility","Assisted Living & Elder Care Services","Nursing & Convalescent Homes","Nursing Homes-Skilled Nursing Facility,Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Physical Therapists,Physical Therapy Clinics,Rehabilitation Services,Senior Citizens Services & Organizations","(419) 683-3255","327 W Main St,Crestline,OH","1","1","",""
"274. ","The Sanctuary at Wilmington Place","","45420","http://www.sanctuaryseniorliving.com","Nursing Homes-Skilled Nursing Facility","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing Homes-Skilled Nursing Facility,Assisted Living & Elder Care Services,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Rehabilitation Services","(937) 256-4663","264 Wilmington Ave,Dayton,OH","","","",""
"275. ","Ohioans Home Health Care Inc","","43551","http://www.ohioanshhc.com","Assisted Living & Elder Care Services","Counseling Services","Home Health Services","Assisted Living & Elder Care Services,Counseling Services,Home Health Services,Nurses-Home Services,Occupational Therapists,Physical Therapists,Speech-Language Pathologists","(855) 600-0806","28315 Kensington Ln,Perrysburg,OH","","","",""
"276. ","Yorkland Park Care Center","","43232","http://mcnaughten-pointe.net","Residential Care Facilities","Assisted Living & Elder Care Services","Homes-Institutional & Aged","Residential Care Facilities,Assisted Living & Elder Care Services,Homes-Institutional & Aged,Nursing & Convalescent Homes","(614) 751-2525","1425 Yorkland Rd,Columbus,OH","1","1","",""
"277. ","Windsor House at O'Brien Memorial Health Care Center","","44438","http://www.obrienmemorial.com","Nursing Homes-Skilled Nursing Facility","Assisted Living Facilities","Medical Clinics","Nursing Homes-Skilled Nursing Facility,Assisted Living Facilities,Medical Clinics,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Physical Therapists","(330) 448-2557","563 Brookfield Ave,Masury,OH","1","1","",""
"278. ","Heartland of Fairfield","","43148","http://hcr-manorcare.com","Residential Care Facilities","Assisted Living Facilities","Nursing & Convalescent Homes","Residential Care Facilities,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility","(740) 536-7381","7820 Pleasantville Rd NE,Pleasantville,OH","","","",""
"279. ","Brookdale Senior Living","","44143","http://www.brookdale.com","Assisted Living Facilities","Nursing & Convalescent Homes","Nursing Homes-Skilled Nursing Facility","Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities","(216) 313-9016","3 Homewood Way,Cleveland,OH","1","1","",""
"280. ","Suites At Walnut Creek","","45439","http://www.wcreekoh.com","Retirement Communities","Assisted Living Facilities","Nursing Homes-Skilled Nursing Facility","Retirement Communities,Assisted Living Facilities,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities","(937) 299-0194","2501 Keystone Club Dr,Dayton,OH","1","1","",""
